,driverId,grid,positionOrder,points,statusId,year,round,circuitId,top_3,top_3_label,top3_driver_season_percentage,driver_avg_finish_pos_season,Constructor_Top3_Percent,Top_3_at_circuit,round_max_last_szn,top3_driver_season_percentage_lag,driver_avg_finish_pos_season_lag,Constructor_Top3_Percent_lag,round_lag
19908,734,29,5,2.0,1,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19909,731,17,6,0.0,1,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19910,767,24,7,0.0,17,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19911,518,4,8,0.0,127,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19912,529,9,9,0.0,20,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19913,699,1,10,0.0,31,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19914,534,22,11,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19915,611,12,12,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19916,729,16,13,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19917,768,5,14,0.0,3,1951-01-01,2,19,False,no,0.0,0.0,0.0,50.0,7.0,0.0,0.0,0.0,0.0
19918,654,14,15,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19919,653,27,16,0.0,109,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19920,615,11,17,0.0,8,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19921,700,15,18,0.0,42,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19922,769,33,19,0.0,8,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19923,521,19,20,0.0,42,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19924,593,8,21,0.0,121,1951-01-01,2,19,False,no,0.0,0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0
19925,770,10,22,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19926,526,6,23,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19927,630,32,24,0.0,25,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19928,733,28,25,0.0,80,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19929,771,13,26,0.0,121,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19930,449,25,27,0.0,108,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19931,629,18,28,0.0,109,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19932,657,20,29,0.0,44,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19933,726,21,30,0.0,7,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19934,772,23,31,0.0,5,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19935,732,26,32,0.0,95,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19936,728,30,33,0.0,7,1951-01-01,2,19,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20070,675,3,3,2.0,1,1951-01-01,2,19,True,yes,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19937,642,2,1,8.0,1,1951-01-01,3,13,True,yes,100.0,6.4,50.0,0.0,7.0,40.0,5.962962962962963,62.5,7.0
19938,647,4,2,6.0,1,1951-01-01,3,13,True,yes,0.0,11.0,20.0,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19939,647,4,2,6.0,1,1951-01-01,3,13,True,yes,0.0,11.0,20.0,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19940,633,3,3,4.0,1,1951-01-01,3,13,True,yes,0.0,10.833333333333334,20.0,0.0,7.0,0.0,0.0,0.0,0.0
19941,627,7,4,3.0,12,1951-01-01,3,13,False,no,0.0,13.142857142857142,0.0,16.666666666666664,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
19942,704,8,5,2.0,12,1951-01-01,3,13,False,no,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19943,429,12,6,0.0,13,1951-01-01,3,13,False,no,0.0,13.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19944,660,11,7,0.0,13,1951-01-01,3,13,False,no,0.0,10.333333333333334,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
19945,773,13,8,0.0,14,1951-01-01,3,13,False,no,0.0,0.0,0.0,0.0,7.0,0.0,8.25,6.666666666666667,7.0
19946,579,1,9,1.0,14,1951-01-01,3,13,False,no,100.0,4.857142857142857,50.0,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
19947,579,1,9,1.0,14,1951-01-01,3,13,False,no,100.0,4.857142857142857,50.0,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
19948,589,9,10,0.0,5,1951-01-01,3,13,False,no,0.0,13.666666666666666,0.0,0.0,7.0,25.0,13.538461538461538,3.571428571428571,7.0
19949,763,6,11,0.0,21,1951-01-01,3,13,False,no,0.0,4.0,50.0,0.0,7.0,0.0,7.75,62.5,7.0
19950,641,5,12,0.0,7,1951-01-01,3,13,False,no,100.0,3.6666666666666665,20.0,0.0,7.0,0.0,6.583333333333333,62.5,7.0
19951,741,10,13,0.0,7,1951-01-01,3,13,False,no,0.0,9.0,0.0,0.0,7.0,0.0,11.2,6.666666666666667,7.0
19952,786,7,1,4.0,1,1951-01-01,4,55,True,yes,0.0,7.0,42.857142857142854,33.33333333333333,7.0,80.0,4.571428571428571,62.5,7.0
19953,647,6,2,3.0,1,1951-01-01,4,55,True,yes,50.0,7.777777777777778,37.5,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19954,647,6,2,3.0,1,1951-01-01,4,55,True,yes,50.0,7.777777777777778,37.5,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19955,633,4,3,4.0,13,1951-01-01,4,55,True,yes,50.0,9.75,37.5,0.0,7.0,0.0,0.0,0.0,0.0
19956,686,9,4,3.0,14,1951-01-01,4,55,False,no,0.0,3.0,37.5,0.0,7.0,0.0,0.0,0.0,0.0
19957,642,2,5,2.0,14,1951-01-01,4,55,False,no,100.0,5.5,42.857142857142854,0.0,7.0,40.0,5.962962962962963,62.5,7.0
19958,589,8,6,0.0,16,1951-01-01,4,55,False,no,0.0,13.142857142857142,0.0,0.0,7.0,25.0,13.538461538461538,3.571428571428571,7.0
19959,704,11,7,0.0,16,1951-01-01,4,55,False,no,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19960,774,14,8,0.0,18,1951-01-01,4,55,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19961,764,19,9,0.0,45,1951-01-01,4,55,False,no,0.0,14.0,0.0,0.0,7.0,0.0,11.5,6.666666666666667,7.0
19962,763,5,10,0.0,124,1951-01-01,4,55,False,no,0.0,7.5,42.857142857142854,0.0,7.0,0.0,7.75,62.5,7.0
19963,579,1,11,0.0,115,1951-01-01,4,55,False,no,50.0,5.411764705882353,42.857142857142854,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
19964,579,1,11,0.0,115,1951-01-01,4,55,False,no,50.0,5.411764705882353,42.857142857142854,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
19965,660,12,12,0.0,3,1951-01-01,4,55,False,no,0.0,9.833333333333334,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
19966,627,13,13,0.0,7,1951-01-01,4,55,False,no,0.0,12.3,0.0,0.0,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
19967,741,10,14,0.0,5,1951-01-01,4,55,False,no,0.0,10.0,0.0,0.0,7.0,0.0,11.2,6.666666666666667,7.0
19968,775,17,15,0.0,5,1951-01-01,4,55,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19969,501,22,16,0.0,25,1951-01-01,4,55,False,no,0.0,9.35,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19970,427,18,17,0.0,5,1951-01-01,4,55,False,no,0.0,8.333333333333334,0.0,0.0,7.0,0.0,10.898305084745763,0.0,7.0
19971,647,3,18,0.0,6,1951-01-01,4,55,False,no,50.0,7.777777777777778,37.5,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19972,647,3,18,0.0,6,1951-01-01,4,55,False,no,50.0,7.777777777777778,37.5,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19973,609,21,19,0.0,5,1951-01-01,4,55,False,no,0.0,15.333333333333334,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19974,626,23,20,0.0,5,1951-01-01,4,55,False,no,0.0,11.0,0.0,0.0,7.0,0.0,12.473684210526315,0.0,7.0
19975,670,15,21,0.0,5,1951-01-01,4,55,False,no,0.0,11.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19976,640,16,22,0.0,7,1951-01-01,4,55,False,no,0.0,9.333333333333334,0.0,0.0,7.0,0.0,12.142857142857142,3.571428571428571,7.0
19977,687,20,23,0.0,5,1951-01-01,4,55,False,no,0.0,17.5,37.5,50.0,7.0,50.0,14.777777777777779,20.0,7.0
20071,579,7,1,5.0,1,1951-01-01,4,55,True,yes,50.0,5.411764705882353,42.857142857142854,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
20072,579,7,1,5.0,1,1951-01-01,4,55,True,yes,50.0,5.411764705882353,42.857142857142854,14.285714285714285,7.0,60.0,4.780487804878049,62.5,7.0
20073,498,6,2,3.0,1,1951-01-01,4,55,True,yes,0.0,8.333333333333334,37.5,0.0,7.0,0.0,0.0,0.0,0.0
20074,786,1,11,0.0,115,1951-01-01,4,55,False,no,0.0,7.0,42.857142857142854,33.33333333333333,7.0,80.0,4.571428571428571,62.5,7.0
19978,498,1,1,8.0,1,1951-01-01,5,9,True,yes,50.0,8.933333333333334,42.857142857142854,0.0,7.0,0.0,0.0,0.0,0.0
19979,579,2,2,6.0,1,1951-01-01,5,9,True,yes,50.0,5.961538461538462,38.46153846153847,0.0,7.0,60.0,4.780487804878049,62.5,7.0
19980,579,2,2,6.0,1,1951-01-01,5,9,True,yes,50.0,5.961538461538462,38.46153846153847,0.0,7.0,60.0,4.780487804878049,62.5,7.0
19981,633,5,3,4.0,12,1951-01-01,5,9,True,yes,66.66666666666666,8.384615384615385,42.857142857142854,0.0,7.0,0.0,0.0,0.0,0.0
19982,697,7,4,3.0,13,1951-01-01,5,9,False,no,0.0,6.666666666666667,38.46153846153847,0.0,7.0,0.0,10.555555555555555,0.0,7.0
19983,686,20,5,2.0,15,1951-01-01,5,9,False,no,0.0,3.5,0.0,25.0,7.0,0.0,0.0,0.0,0.0
19984,763,6,6,0.0,16,1951-01-01,5,9,False,no,0.0,8.333333333333334,38.46153846153847,0.0,7.0,0.0,7.75,62.5,7.0
19985,661,19,7,0.0,16,1951-01-01,5,9,False,no,0.0,20.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19986,778,12,8,0.0,16,1951-01-01,5,9,False,no,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19987,687,8,9,0.0,17,1951-01-01,5,9,False,no,0.0,18.5,42.857142857142854,0.0,7.0,50.0,14.777777777777779,20.0,7.0
19988,627,9,10,0.0,17,1951-01-01,5,9,False,no,0.0,11.176470588235293,0.0,0.0,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
19989,619,10,11,0.0,18,1951-01-01,5,9,False,no,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19990,708,11,12,0.0,19,1951-01-01,5,9,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19991,660,14,13,0.0,88,1951-01-01,5,9,False,no,0.0,11.363636363636363,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
19992,642,3,14,1.0,8,1951-01-01,5,9,False,no,66.66666666666666,5.368421052631579,38.46153846153847,25.0,7.0,40.0,5.962962962962963,62.5,7.0
19993,776,18,15,0.0,62,1951-01-01,5,9,False,no,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19994,647,4,16,0.0,6,1951-01-01,5,9,False,no,50.0,8.666666666666666,42.857142857142854,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19995,647,4,16,0.0,6,1951-01-01,5,9,False,no,50.0,8.666666666666666,42.857142857142854,0.0,7.0,33.33333333333333,8.5,20.0,7.0
19996,777,16,17,0.0,44,1951-01-01,5,9,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
19997,747,15,18,0.0,5,1951-01-01,5,9,False,no,0.0,15.0,0.0,0.0,7.0,0.0,20.333333333333332,3.571428571428571,7.0
19998,589,13,19,0.0,23,1951-01-01,5,9,False,no,0.0,11.88888888888889,0.0,0.0,7.0,25.0,13.538461538461538,3.571428571428571,7.0
19999,779,17,20,0.0,21,1951-01-01,5,9,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20000,647,1,1,8.0,1,1951-01-01,6,20,True,yes,40.0,9.571428571428571,44.44444444444444,0.0,7.0,33.33333333333333,8.5,20.0,7.0
20001,647,1,1,8.0,1,1951-01-01,6,20,True,yes,40.0,9.571428571428571,44.44444444444444,0.0,7.0,33.33333333333333,8.5,20.0,7.0
20002,579,3,2,7.0,1,1951-01-01,6,20,True,yes,60.0,5.515151515151516,35.294117647058826,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20003,579,3,2,7.0,1,1951-01-01,6,20,True,yes,60.0,5.515151515151516,35.294117647058826,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20004,498,2,3,4.0,1,1951-01-01,6,20,True,yes,66.66666666666666,7.722222222222222,44.44444444444444,0.0,7.0,0.0,0.0,0.0,0.0
20005,633,5,4,3.0,1,1951-01-01,6,20,False,no,75.0,8.88888888888889,44.44444444444444,0.0,7.0,0.0,0.0,0.0,0.0
20006,641,6,5,2.0,1,1951-01-01,6,20,False,no,50.0,7.5,44.44444444444444,0.0,7.0,0.0,6.583333333333333,62.5,7.0
20007,723,8,6,0.0,11,1951-01-01,6,20,False,no,0.0,9.25,44.44444444444444,0.0,7.0,0.0,0.0,0.0,0.0
20008,626,9,7,0.0,11,1951-01-01,6,20,False,no,0.0,13.153846153846153,0.0,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20009,627,15,8,0.0,11,1951-01-01,6,20,False,no,0.0,11.130434782608695,0.0,0.0,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
20010,773,19,9,0.0,12,1951-01-01,6,20,False,no,0.0,7.5,0.0,0.0,7.0,0.0,8.25,6.666666666666667,7.0
20011,680,22,10,0.0,12,1951-01-01,6,20,False,no,0.0,13.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20012,660,18,11,0.0,13,1951-01-01,6,20,False,no,0.0,11.4375,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
20013,704,11,12,0.0,3,1951-01-01,6,20,False,no,0.0,11.25,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20014,427,14,13,0.0,5,1951-01-01,6,20,False,no,0.0,10.0,0.0,0.0,7.0,0.0,10.898305084745763,0.0,7.0
20015,697,10,14,0.0,121,1951-01-01,6,20,False,no,0.0,8.0,35.294117647058826,0.0,7.0,0.0,10.555555555555555,0.0,7.0
20016,708,20,15,0.0,51,1951-01-01,6,20,False,no,0.0,18.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20017,756,7,16,0.0,3,1951-01-01,6,20,False,no,0.0,0.0,35.294117647058826,0.0,7.0,0.0,20.0,3.571428571428571,7.0
20018,609,12,17,0.0,5,1951-01-01,6,20,False,no,0.0,15.4,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20019,642,4,18,0.0,25,1951-01-01,6,20,False,no,50.0,5.695652173913044,35.294117647058826,0.0,7.0,40.0,5.962962962962963,62.5,7.0
20020,741,21,19,0.0,6,1951-01-01,6,20,False,no,0.0,11.0,0.0,0.0,7.0,0.0,11.2,6.666666666666667,7.0
20021,589,13,20,0.0,80,1951-01-01,6,20,False,no,0.0,12.818181818181818,0.0,0.0,7.0,25.0,13.538461538461538,3.571428571428571,7.0
20022,780,17,21,0.0,5,1951-01-01,6,20,False,no,0.0,10.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20023,640,16,22,0.0,5,1951-01-01,6,20,False,no,0.0,10.75,0.0,0.0,7.0,0.0,12.142857142857142,3.571428571428571,7.0
20024,647,3,1,8.0,1,1951-01-01,7,14,True,yes,50.0,8.5,43.47826086956522,16.666666666666664,7.0,33.33333333333333,8.5,20.0,7.0
20025,647,3,1,8.0,1,1951-01-01,7,14,True,yes,50.0,8.5,43.47826086956522,16.666666666666664,7.0,33.33333333333333,8.5,20.0,7.0
20026,498,4,2,6.0,1,1951-01-01,7,14,True,yes,75.0,8.434782608695652,43.47826086956522,0.0,7.0,0.0,0.0,0.0,0.0
20027,697,7,3,2.0,11,1951-01-01,7,14,True,yes,0.0,10.555555555555555,33.33333333333333,0.0,7.0,0.0,10.555555555555555,0.0,7.0
20028,633,5,4,3.0,11,1951-01-01,7,14,False,no,60.0,9.318181818181818,43.47826086956522,0.0,7.0,0.0,0.0,0.0,0.0
20029,641,6,5,2.0,12,1951-01-01,7,14,False,no,33.33333333333333,6.583333333333333,43.47826086956522,0.0,7.0,0.0,6.583333333333333,62.5,7.0
20030,609,11,6,0.0,16,1951-01-01,7,14,False,no,0.0,16.571428571428573,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20031,627,15,7,0.0,17,1951-01-01,7,14,False,no,0.0,11.068965517241379,0.0,0.0,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
20032,704,14,8,0.0,18,1951-01-01,7,14,False,no,0.0,11.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20033,762,18,9,0.0,53,1951-01-01,7,14,False,no,0.0,16.0,0.0,0.0,7.0,0.0,16.0,3.571428571428571,7.0
20034,579,1,10,0.0,5,1951-01-01,7,14,False,no,66.66666666666666,4.780487804878049,33.33333333333333,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20035,579,1,10,0.0,5,1951-01-01,7,14,False,no,66.66666666666666,4.780487804878049,33.33333333333333,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20036,427,12,11,0.0,5,1951-01-01,7,14,False,no,0.0,10.898305084745763,0.0,0.0,7.0,0.0,10.898305084745763,0.0,7.0
20037,626,13,12,0.0,5,1951-01-01,7,14,False,no,0.0,12.473684210526315,0.0,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20038,589,17,13,0.0,80,1951-01-01,7,14,False,no,0.0,13.538461538461538,0.0,0.0,7.0,25.0,13.538461538461538,3.571428571428571,7.0
20039,773,20,14,0.0,5,1951-01-01,7,14,False,no,0.0,8.25,0.0,0.0,7.0,0.0,8.25,6.666666666666667,7.0
20040,680,22,15,0.0,25,1951-01-01,7,14,False,no,0.0,11.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20041,642,2,16,0.0,5,1951-01-01,7,14,False,no,40.0,5.962962962962963,33.33333333333333,16.666666666666664,7.0,40.0,5.962962962962963,62.5,7.0
20042,660,21,17,0.0,94,1951-01-01,7,14,False,no,0.0,11.31578947368421,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
20043,640,9,18,0.0,126,1951-01-01,7,14,False,no,0.0,12.142857142857142,33.33333333333333,0.0,7.0,0.0,12.142857142857142,3.571428571428571,7.0
20044,687,19,19,0.0,121,1951-01-01,7,14,False,no,0.0,14.777777777777779,43.47826086956522,0.0,7.0,50.0,14.777777777777779,20.0,7.0
20045,622,16,20,0.0,7,1951-01-01,7,14,False,no,0.0,4.0,43.47826086956522,0.0,7.0,0.0,0.0,0.0,0.0
20046,686,8,21,0.0,54,1951-01-01,7,14,False,no,0.0,9.166666666666666,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20047,781,10,22,0.0,54,1951-01-01,7,14,False,no,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20075,642,7,3,3.0,11,1951-01-01,7,14,True,yes,40.0,5.962962962962963,33.33333333333333,16.666666666666664,7.0,40.0,5.962962962962963,62.5,7.0
20048,579,2,1,9.0,1,1951-01-01,8,67,True,yes,57.14285714285714,4.918367346938775,34.61538461538461,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20049,579,2,1,9.0,1,1951-01-01,8,67,True,yes,57.14285714285714,4.918367346938775,34.61538461538461,0.0,7.0,60.0,4.780487804878049,62.5,7.0
20050,498,3,2,6.0,1,1951-01-01,8,67,True,yes,80.0,7.92,41.37931034482759,0.0,7.0,0.0,0.0,0.0,0.0
20051,642,4,3,4.0,1,1951-01-01,8,67,True,yes,42.857142857142854,6.212121212121212,34.61538461538461,0.0,7.0,40.0,5.962962962962963,62.5,7.0
20052,647,1,4,3.0,12,1951-01-01,8,67,False,no,57.14285714285714,8.333333333333334,41.37931034482759,0.0,7.0,33.33333333333333,8.5,20.0,7.0
20053,647,1,4,3.0,12,1951-01-01,8,67,False,no,57.14285714285714,8.333333333333334,41.37931034482759,0.0,7.0,33.33333333333333,8.5,20.0,7.0
20054,697,8,5,2.0,12,1951-01-01,8,67,False,no,33.33333333333333,10.75,34.61538461538461,0.0,7.0,0.0,10.555555555555555,0.0,7.0
20055,640,6,6,0.0,14,1951-01-01,8,67,False,no,0.0,11.705882352941176,34.61538461538461,0.0,7.0,0.0,12.142857142857142,3.571428571428571,7.0
20056,627,20,7,0.0,16,1951-01-01,8,67,False,no,0.0,10.515151515151516,0.0,0.0,7.0,33.33333333333333,11.068965517241379,6.666666666666667,7.0
20057,741,13,8,0.0,17,1951-01-01,8,67,False,no,0.0,10.636363636363637,0.0,0.0,7.0,0.0,11.2,6.666666666666667,7.0
20058,626,9,9,0.0,17,1951-01-01,8,67,False,no,0.0,13.041666666666666,0.0,0.0,7.0,0.0,12.473684210526315,0.0,7.0
20059,580,17,10,0.0,88,1951-01-01,8,67,False,no,0.0,12.8,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20060,633,5,11,0.0,80,1951-01-01,8,67,False,no,50.0,9.642857142857142,41.37931034482759,0.0,7.0,0.0,0.0,0.0,0.0
20061,609,10,12,0.0,5,1951-01-01,8,67,False,no,0.0,15.25,0.0,0.0,7.0,0.0,0.0,0.0,0.0
20062,660,15,13,0.0,3,1951-01-01,8,67,False,no,0.0,12.227272727272727,0.0,0.0,7.0,0.0,11.31578947368421,6.666666666666667,7.0
20063,641,7,14,0.0,36,1951-01-01,8,67,False,no,25.0,6.6,41.37931034482759,0.0,7.0,0.0,6.583333333333333,62.5,7.0
